transcript_id,guest_name,gender,passage_id,passage,passage_words
IFM-003,Hamid Reza-Mohammadi,Male,IFM-003#P3,"I have to tell you that throughout my business life, I had the chance to start the different businesses and some of them are still going on back to Middle East. I had to open a new company in United Arab Emirates, which has a neighboring country to Iran, as you know, and then when we moved in 2015 to Canada, we had the same situation. I had an option to go and think about being an employee here or go further to explore a new opportunity and possibilities in this environment.",92
IFM-003,Hamid Reza-Mohammadi,Male,IFM-003#P4,"Through the network of the friends with similar conditions, there are many, many people as immigrants and that's the case for immigrants because many of these immigrants already have successful stories and businesses back home and when they come to Canada, they already have, let's say, dense experience. They are capable and have the capacity to take risk and manage different business conditions. They already have this talent and insight. Many of them think about, OK, let's start here. And that's why we have many times we talk about many ideas throughout those kind of events or networking or family and friend gatherings. So I always had some sort of open eye about thinking about new ideas",117
IFM-003,Hamid Reza-Mohammadi,Male,IFM-003#P5,"I had a friend, old friend that we found each other back here in Vancouver. We talk about different business idea and he had this business idea. He that was his own experience, about 15 years busy with this business in Iran. And he thought that what if we can bring this new technology to Canada and make it happen here? And that's the time that we decided actually it was a bar and we had some glass of beer and we talked about that and we said, OK, let's let's try that. Those times and those times I already have some business idea in my own personal incubator, but I try to focus on this one. So that was the moment that we both embrace this idea and focus on that and try start the journey.",137
IFM-003,Hamid Reza-Mohammadi,Male,IFM-003#P6,"Yes, I can give some advice which I think is we pay the price to learn this. Number one is our perception about the things happens here because I can tell you that I am an immigrant entrepreneur which makes it a kind of unique condition. I can compare how the things run in different economic systems, let's say back to UAE or Iran with different mentality with different policy and the role of the government and I can also compare them with Canada.",84
IFM-003,Hamid Reza-Mohammadi,Male,IFM-003#P7,"I just want to tell you one of the problems we have, I always use this as example, we already have some kind of dent or let's say a sparkle or some sort of wheels which is matched, the gear matched with different economic system. When you have this framed mind and you want to repeat this similar approach here in Canada, you are going to face problem. Without knowing that the things in Canada are different from the things that you have in your back home country, it seems very obvious, but to get really under the real understanding about the field that you want to be active, you have to have much more in-depth understanding from the things which happens in real field.",125
IFM-004,Shuryas Kotha,Male,IFM-004#P1,one of the things that I didn't expect was everyone would start calling me Mr Bean which is perfectly fine. I actually enjoy it. It's a nice name to have around which is associated with my business.,37
IFM-004,Shuryas Kotha,Male,IFM-004#P2,"Actually, entrepreneurship is a journey that I've been going through and it's been evolving in my personal life ever since I did my undergraduate degree at Babson College in Boston, Massachusetts. Babson's actually ranked pretty highly for entrepreneurship in the world. And ever since that education, I've kind of fostered the principle of entrepreneurship. And one of the definitions of entrepreneurship that I enjoy and I like is entrepreneurship is an obsession with opportunity. And I think I've kind of imbibed that into my life.",85
IFM-004,Shuryas Kotha,Male,IFM-004#P3,"And one of the things I told myself was that I'm not going to give up any idea or any opportunity that comes through. I'm just going to jump at it, jump into the water, and then eventually learn how to swim. And one of the reasons that I actually wanted to start the business while doing my MBA, not after completing my MBA, is because I get access to a very valuable resource, which is my professors and the entire UCW community, who've actually been instrumental and extremely helpful in giving me their two bits of information, advice, information, suggestions on how to better the business.",107
IFM-004,Shuryas Kotha,Male,IFM-004#P4,"To be honest, it was good old-fashioned prospecting. I would actually go from street to street, from building to building. Wherever there's a no soliciting sign outside, I would actually just walk into that building and ask to speak to the operations manager or administration department. And most of the time, people would kind of turn me away. They would say, you're going to have to book an appointment, you can't walk in, and it's fine. I mean, I'm used to sales, and I know that we're going to have to go through that grind.",95
IFM-004,Shuryas Kotha,Male,IFM-004#P5,"Oh absolutely, yeah. I did a lot of experimentation actually. In fact, I would spend a lot of time in that student lounge actually watching people, seeing how many of them liked it, how many of them didn't like it. And I didn't want people just to tell me, because they know me, that it tastes good. I wanted honest opinions. So I spoke to a lot of people and they told me what they liked, they told me what they didn't like, they told me to add in variants",90
IFM-004,Shuryas Kotha,Male,IFM-004#P6,"No, I do actually, I do change it as and when I can. For instance, one of the most popular beverages in my machine in the UCW student lounge is actually chai tea. Because we have a huge population of Indian students, I figured let's add in a chai option and a chai variant. And that's actually one of the most popular ones along with French vanilla.",67
IFM-004,Shuryas Kotha,Male,IFM-004#P7,"I've even in some cases turned down customers. So while I was prospecting at this, what was it? It was a healthcare company. And there was a overheard me and they gave me their card and said, you know, we're actually looking for a coffee solution in our office, why don't you come and give us a visit. So I met them, I saw their office. And it didn't work out because they had, I think, five employees, it was very small office, great business model, though. But that this is not the kind of machine that's required for that office, because this is a large scale machine, it requires a lot more volume.",114
IFM-004,Shuryas Kotha,Male,IFM-004#P8,"I, you know, I actually, I actually was hoping I would be at 10 machines right now. You know, by the time I complete my MBA, I'm at seven machines right now. And because of COVID, I actually lost two contracts. So one was this gym, which unfortunately, like the the entire health and fitness industry took a huge hit.",60
IFM-004,Shuryas Kotha,Male,IFM-004#P9,"I try to network as much as I can. So I've actually joined meet up called Startup Vancouver. And that's where I meet a lot of interesting people, a lot of interesting businesses, and owners and people in great positions in these companies as well. And I met two people who have a co working space. I did manage to give them a card. I did manage to let them know about my company.",74
IFM-004,Shuryas Kotha,Male,IFM-004#P10,"So actually one thing that I did was I just went on a Google and I typed software companies in Vancouver. I typed web design companies in Vancouver. I typed financial companies in Vancouver and I got a whole bunch of hits, right? So I kind of go industry by industry and I get the contacts and the numbers and I actually started shooting emails out to all of them, right? Because I'm not able to go physically and actually speak to someone. And I figured hoping that emails would work, but they didn't.",94
IFM-004,Shuryas Kotha,Male,IFM-004#P11,"I think referrals are also, I think referrals are a very strong way. For instance, a lot of people have actually suggested and given me contacts and, you know, why don't you contact them? So I'm gonna work on that.",40
IFM-004,Shuryas Kotha,Male,IFM-004#P12,"But to be honest, I'm open, I would be very happy to have suggestions. If you have any good tips, good ideas, I'm still in a very early stage of my life, very early stage of my business. So it's very fluid right now.",44
IFM-005,Iman Aghay,Male,IFM-005#P1,"I actually have never been an employee in my life. I started my first business when I was 18 years old and I failed at that business really, really badly in three months. So as I was growing up, my dad was an entrepreneur and I kind of grew up with him seeing all the things that he did. And right away with the moment that I could actually start my own business, I started my own business and actually failed really badly at that one.",86
IFM-005,Iman Aghay,Male,IFM-005#P2,"And then the next day after that one, a friend of my dad actually came to our home and said, hey, do you want to come and have coffee with me? I went to have a conversation with him and he said, well, what's up with you? And I'm like, well, I just lost everything and just kind of like broke and got a start again. And he was like, well, if you if you want to become an entrepreneur, I can mentor you. I'm like, yeah, that sounds great. Actually, I always wanted to have a mentor to help me. And so you're helping me to build a good, successful company, IT company. And I sold it when I was 23.",122
IFM-005,Iman Aghay,Male,IFM-005#P3,"And then something happened in my life that I ended up on my deathbed and it started bleeding internally and it was rushed to the hospital. And as I was there, Dr. Jirl, as I've lost 60 percent of my blood and I was lying on my death, but I realized if I die that day, I haven't made the impact I wanted to make in the world. And I said, if I ever get a second chance, this summer, I will live a life that is true to my heart. And that's making an impact in the world.",99
IFM-005,Iman Aghay,Male,IFM-005#P4,"I always say, you know, overnight success took 10 years to build. And it takes years and years of failures and mistakes and learning from those failures and mistakes to know actually how to do things right. I was actually remember a few years back, I was in an event that they're supposed to name the event the power of vision. And when I walked in on the board, they had written the success story of Iman Agai. I was looking at it as like, there is something wrong with that title.",92
IFM-005,Iman Aghay,Male,IFM-005#P5,"I sat on the chair and I said, guys, here's a problem with the title of tonight. There is nothing called the success story of Iman Agai. I'm a master failure. I fail every single day in my life. And once in a while I fail at failing and other people call it a success. But to me, it's just another day just happened to fail at failing that day.",70
IFM-005,Iman Aghay,Male,IFM-005#P6,"one of the reasons that many entrepreneurs fail is because they have no idea what joint ventures are and how they can joint venture with each other, and how they can actually benefit from that, especially for my target market, which is coaches, authors, speakers, consultants, but even other other networks like when I had my web design company, the reason I found my first client in three days was because I had a joint venture partner and I knew how to use joint venture partners.",86
IFM-005,Iman Aghay,Male,IFM-005#P7,"probably one of my biggest, biggest, biggest skills is hiring amazing team members. One of the things that I mean, actually, I have quite a few number of YouTube videos that I talk around how we hire team members and the weird procedure that we have for hiring team members. Every team member that we hire, they go through seven interviews. And the first interview, we scare them. We literally go to town. I get the worst day of their life, worst day, right? And I present it as if it's a recurring thing happens every single day.",98
IFM-005,Iman Aghay,Male,IFM-005#P8,"We never book an appointment with a person that we are interviewing. We ask them to book their appointments. What does that mean? For example, let's say four people want to interview this person, right? First Iman begins, then Dave, then Gullara, then Rafa, right? So here is what we do. After I did the interview and I think they are a good match and I want to send them to the first round, I'm like, okay, so here's what you're gonna do. You're gonna contact Dave. Here is Dave's email address and you are gonna book an interview with Dave. And I text Dave, I say, I passed your contact information to that person. They have five minutes to contact Dave to book an interview. If it's longer than five minutes, they're not the right match for my team, right?",141
IFM-005,Iman Aghay,Male,IFM-005#P9,"When we are hiring, we never hire harder skills. You can train harder skills. What you hire, we hire softer skills. We hire softer, we hire stability, we hire communication skills, we hire excitement, we hire going above and beyond, we hire, and that's why we scare them, because we want to scare them to see if there are the people that go above and beyond, or there are the people that they're not willing to go above and beyond.",80
IFM-005,Iman Aghay,Male,IFM-005#P10,"I tell you a story, Dave, actually here, like several years ago, I hired a JV manager that was doing all my joint venture work, all our relationships. And he made a mistake that cost me $100,000 in one hour. In one hour, he cost me $100,000. And I mean, like, literally, it's very hard for me to lose my patience. At that point, I was sitting in front of my monitor, I was like, holding my hair out. And I was just like, swearing.",85
IFM-005,Iman Aghay,Male,IFM-005#P11,"I remember when I was 19-year-old, I was running my company. It was an IT company. I was sitting around the table and everybody around the table was 60-year-olds plus on the tables that I was sitting. I was the only 19-year-old, I was still a teenager sitting with these 60-year-old plus people. I was making deals with them that I was winning, winning deals and winning beats against like many of them. So never let your age get in the way.",82
IFM-006,Dana Stephenson,Male,IFM-006#P1,"I was always very interested in engineering and physics. But I ended up getting into sales. I took a year off after high school, got into sales, and that sort of just changed my perspective. I learned a lot of skills about, you know, engaging with people in general that I hadn't previously learned in my previous experience.",58
IFM-006,Dana Stephenson,Male,IFM-006#P2,"So my business partner and I, what we really wanted to do was start a business that increased access to this high quality, high impact work and degraded learning. We thought it was absolutely fantastic, but as young, you know, budding entrepreneurs and young talent close to transitioning into the workforce, we thought to ourselves, three was fantastic. We want more. We want more experience. We want more chances to engage industry and develop those skills.",76
IFM-006,Dana Stephenson,Male,IFM-006#P3,"the co-op experience for us not only showed us, you know, what part of the benefits of showing us what we didn't want to do, but part of the benefit of showing us what we didn't want to do. So we want to expose students to that.",47
IFM-006,Dana Stephenson,Male,IFM-006#P4,"one of the things that we learned really early on is that you've got to do things that don't necessarily scale, especially to get you going. So every instructor has a dedicated customer success coordinator. Every employer has a dedicated customer success coordinator. Our schools have dedicated account managers. We help support them in getting their course off the ground the first time.",63
IFM-006,Dana Stephenson,Male,IFM-006#P5,"in the early days, it was hands on, you know, we were hands on fully, you know, before we had a platform, we were actually running our first version of ripen was just, if you're familiar with the company Unbounce, we just built Unbounce landing pages, and we were managing everything. There was no backhand, we were a human backhand doing all the matchmaking through spreadsheets. It was very, very hands on. But that was a service that we wanted to, we wanted to, we needed to make sure that people were raving about the success of this.",98
IFM-006,Dana Stephenson,Male,IFM-006#P6,"what we've learned is do things manually to get it done right. Once you've found that it can be done, once you've found that you've sort of nailed it on the manual side, what part of that can you automate to increase the scalability of the service.",47
IFM-006,Dana Stephenson,Male,IFM-006#P7,"January of last year, we were 25 people. We're now 85. Our average age, by the way, last time I checked is 25. So we walked the talk. We hire a lot of new grads. We hire a lot of interns ourselves, both in a project-based sense, but also we want to be close to the student's voice. So we found bringing students in, young people in who have just gone through school, just faced these challenges, speaking to employers, describing the projects that they just did, and similarly describing those to educators has worked fantastically.",96
IFM-006,Dana Stephenson,Male,IFM-006#P8,"for many of them, this is their first job. And this is their first experience. And so that's one thing that we, A, we look for when we hire is adaptability. Can you adapt to challenges? Really helping them understand what the startup life is. You're going to wear multiple hats. Things are going to change. You can't get sucked into being glued on to a certain way of doing things because things are going to change.",77
IFM-006,Dana Stephenson,Male,IFM-006#P9,"I think for us, what's really been really powerful is we're an incredibly mission-driven company. And we've got this North Star that we're focused on, on delivering high-quality, high-impact working degree-to-learning experiences. And that becomes something really powerful, that when there's changes and when those challenges are happening, you can really rally the whole team behind that.",57
IFM-006,Dana Stephenson,Male,IFM-006#P10,"we're constantly investing in training and education. We're constantly giving people special projects so that they can try out different roles, even if it's just part-time. So that when these changes do happen, they're ready for it. They're more comfortable with it.",42
IFM-006,Dana Stephenson,Male,IFM-006#P11,"this is one of the challenges that we face when we first started this company. We would approach companies and say, what, you know, here's what we're trying to build. And they go, this is amazing. I love the concept. What can I do? I want to work with people. I love it. What could I do? And so we actually flipped the model. We went straight to educators",69
IFM-007,Matt Rezaie,Male,IFM-007#P1,"I'm a pharmacist and basically by trade. And it's been around, I guess, a good 10, 12 years that I'm doing this. I'm mainly working in different aspects of pharmacy. I'm coming from Iran. Over there, I've worked for governments for a while. I've worked for manufacturing sites. I worked for basically company specialized importing medications and supplements from Europe to Iran. When I came to Canada, I worked for compounding pharmacy. So, I would say I explored almost every aspect of my profession first as basically a staff pharmacist, as manager, anything related to that, even remotely.",98
IFM-007,Matt Rezaie,Male,IFM-007#P2,"And then I moved towards basically getting my own shop working as an entrepreneur. Having said that, I would say the spirit of being an entrepreneur, I was always there. My parents are entrepreneurs. I wanted to start basically my own establishments a few times. There were other basically opportunities coming along. And I would say it is a good idea first to learn everything you need to learn in other people's establishments before you move on to yours. And this is exactly what I did.",86
IFM-007,Matt Rezaie,Male,IFM-007#P3,"And basically I started with a digital pharmacy named Caplet around three years ago, two and a half years ago, which was at the time the first digital pharmacy in Canada. And we moved towards more niche audience now with up guys.",42
IFM-007,Matt Rezaie,Male,IFM-007#P4,"I would say the main driver of our customers, and we thankfully have passed the first few months of dealing with this, is actually word of mouth. And I believe, again, I'm the second generation pharmacist myself. And my mom has told me that what you do is taking care of your patients. Everything else takes care of itself. So that is my belief.",64
IFM-007,Matt Rezaie,Male,IFM-007#P5,"So this is this is the way it works right now. We don't have subscription. As long as you need the medication, you are more than welcome to talk to our doctors. We always book a follow up meeting with the doctor as well. That's part of the package. So you get two basically doctor visits when you get a product from us. One at the beginning that you may or may not get the product. If you get the product, you definitely get the second one in a month.",90
IFM-007,Matt Rezaie,Male,IFM-007#P6,"We were thinking more about like this becoming a subscription based service. And I would say naturally, a big chunk of our customers are, I would say not officially, but they are subscribed to me that they ask us to send medications to their addresses each month or each every three months. But we are not forcing anyone towards that. And we were not doing it from day one, but our website was talking about subscriptions. And we just removed that because it was a bit misleading.",87
IFM-007,Matt Rezaie,Male,IFM-007#P7,"One big advantage that we feel we have is, again, we are de-pharmacy. So we are ourselves a licensed practitioner. And I believe that is another big element of trust when patients want to basically choose the right options for themselves. There are companies doing a good job, don't get me wrong, basically connecting pharmacies, different pharmacies with different physicians, and being that storefront for the patients. But by being a practitioner ourselves, we just chose to be compliant with lots of regulations.",83
IFM-007,Matt Rezaie,Male,IFM-007#P8,"this is what I would say, the thing that you could ask. You don't know how things would really look like in the near future. We started this 2019 by explaining to every single customer that yes, it is legal for a doctor to call you. Yes, it is possible for a visit to be done online. Yes, don't worry about it. And then COVID. I mean, COVID had a lot of, and it was not a great thing for us at all. But like a silver lining is we are moving forward way faster.",95
IFM-007,Matt Rezaie,Male,IFM-007#P9,"So don't worry too much about your barriers, basically. The total number of barriers will stay there, but it will change so dramatically that don't over prepare for them.",29
IFM-007,Matt Rezaie,Male,IFM-007#P10,"And the technology part so far has been done out, like in an outsource way. We are basically entering CTOs outside of our company. So that is a big, big part, big chunk that is outside. And we also worked very closely, but outsource the entire branding of the company. So we are so happy with the team of our designers. And I was there from get-go with every aspect of this branding that you see right now. But that was another very good decision to trust these guys and go with them.",93
IFM-008,Paul McKenzie,Male,IFM-008#P1,"I'll start off by telling you that I do not have a tech background, and I didn't study computers. I was in some computer programs in college, and I ended up dropping out of it because they just worn out my bag. And my background actually was in Canadian public markets and startup companies, unrelated to tech initially.",58
IFM-008,Paul McKenzie,Male,IFM-008#P2,"And I had a listed company listed on the Toronto venture stock exchange, but a half a million bucks in it. We lost traction in our previous iteration, what we were working on. And an opportunity came by to work on a lens technology that revolutionized the camera lens. And so we struck a deal where we would fund this independent company, private company for a period of time, and then have the option to acquire it, which we did. That's really how it came about.",86
IFM-008,Paul McKenzie,Male,IFM-008#P3,"I'm from Vancouver, Canada, works on a number of companies, primarily based out of Vancouver, but I've worked globally, lived globally, and also had operations in other countries. But this one, I've been out for a while, and it's really exciting. It's a remarkable team that we have, and we're doing some really, really innovative stuff.",56
IFM-008,Paul McKenzie,Male,IFM-008#P4,"We learn the hard way. It's easy. If you have an innovative tech, it's not too hard to knock on the door of a big, huge company. And if they find it intriguing, they'll come on down and come to the Google campus and you can get a tour and, okay, that sounds exciting. But you end up frequently just in the bowels of these organizations without these key decision makers that are pulling up from the top.",78
IFM-008,Paul McKenzie,Male,IFM-008#P5,And so that's what we learn the hard way. And we're getting better at it. So we're utilizing our contacts to get ourselves in the right rooms.,27
IFM-008,Paul McKenzie,Male,IFM-008#P6,"And that comes down to consulting through our network and through our organization and not getting drunk on one great deal that comes in and says, wow, this looks great. I'll take a whole step back and say, wait a minute, maybe if we do it this way, maybe if we deal directly with a cloud provider, it can be more strategic for us.",64
IFM-008,Paul McKenzie,Male,IFM-008#P7,"So my challenge would be to listeners is, what do you need to let go of in your life? Like, is there a direction that you've been moving in that is leading you somewhere better, but you haven't quite figured it out yet? Or maybe you're getting an inclination that, listen, you know what? I think I could redirect this in this way. The sooner you do that, I think the better off you'll be. So my challenge would be, where can you pivot in your own life? And that could be on any level of your personal life, physical, mental, emotional, business, commerce, financial, everything. Where can you take what you've learned, let go of some of the baggage and redirect yourself.",123
IFM-009,Paul McKenzie,Male,IFM-009#P1,"I started personally, I started in, you know, I remember this back pre, you know, big internet days. But so we were getting stock quotes out of the newspaper and I started to play the stock market, you know, back in my, you know, 20s. I remember on the junior stock exchange counting, you know, every stock quote in the paper for the junior exchange, it was about 2000 companies. And I realized that there's, you know, there's 2000 companies out there in Canada that are looking for ideas. They're looking for a product. Like they're looking for something to, you know, to get their teeth into. And so that's where I started. I started being a broker of ideas and companies",122
IFM-009,Paul McKenzie,Male,IFM-009#P2,"salespeople are good at what they're, if they're natural, if they, if they have a passion for something and that's where I categorize myself and I cannot, I can't fake it. I can't pretend to sell anything I'm not, you know, remotely interested in. But when I went and I'm not a good cold caller, but I started to phone up some of these companies with some ideas and you know, I, nobody yelled at me, no one hung up the phone on me. The worst I ever got was, thank you so much for thinking of us. Man, that's wonderful. If you have some other ideas in the future, give us a call. And that was kind of the unfriendliest calls I ever got. So I was brokering projects with companies that they could go and get funded on.",140
IFM-009,Paul McKenzie,Male,IFM-009#P3,"And then I worked, you know, I had worked on the, on the floor of the stock exchange for some time and I built up a network. So when I, when I ended up starting my own company, I had a little bit of a network and I called up some of the brokers and then I knew and, you know, they started putting capital in.",66
IFM-009,Paul McKenzie,Male,IFM-009#P4,"For me, it was easier to get. I can't remember what my first raise was when I started my first company, a public company. I think maybe we did $3 or $4 million or something like that. It was just easier to get. And the investors, they had immediate liquidity as a public company, and they could even make money before the company knew which direction the company was going to go.",72
IFM-009,Paul McKenzie,Male,IFM-009#P5,"So for me, it was the most accessible capital, and it wasn't too complicated. And it was a network I was involved in at the time that just made it easier for me. That's how it worked. I've been approached to raise money for other things, charities, private stuff, and I have not had the same success as the public.",60
IFM-009,Paul McKenzie,Male,IFM-009#P6,"I mean, I have money's relative. $50 is a stretch for one person, and $50 million is a stretch for someone else. So it's relative. But for me, I've invested hundreds of thousands of dollars of my own money in my company and companies.",44
IFM-009,Paul McKenzie,Male,IFM-009#P7,"So I mean, in our case, I mean, you know, we put the money to work right away, and it got us along the road a lot quicker. So if we were bootstrapping it privately, which might have been harder for, well, it would have been harder for me, with my background and my network to raise capital on, you know, we wouldn't have, we wouldn't have gotten as far so this this quickly.",74
IFM-009,Paul McKenzie,Male,IFM-009#P8,"Oh, yeah, 100%. I mean, I'm learning every day. And I mean, just with this company alone, I mean, I'm, I'm much better at handling situations and, and things that much calmer about situations that I would have been able to even just a few years ago. So it's a, it's a, yeah, it's a good education going public for sure.",61
IFM-010,Ali Reza Fadai,Male,IFM-010#P1,"So a little bit about myself, where did the financial sense they come from? Basically, the only two things that I know are the personal finances and martial arts. I'm not a tech person. Those are the things that I've focused on and I enjoy doing. Just very, very short. So I've been working in financial industry almost since when I moved to Canada, which is going to be 20 years pretty soon. And martial arts have been a lifetime passion. I've won a couple of silver medals for Canada from international tournaments. And I've been instructor, I've been referee, I've been judge, I've been director of officials for different organizations. So I've done various different things. I've been a tournament organizer. So I've done lots of things over the years.",131
IFM-010,Ali Reza Fadai,Male,IFM-010#P2,"When it comes to personal finances, I've worked with some of the biggest financial institutions of Canada. I've got a bunch of professional designations. You're absolutely right. I've been writing since 1999. I've been published in four countries in English and Parsi. And to be quite honest with you, I've lost the concept of how many artists written or translated it. It should be around 400, I would say.",69
IFM-010,Ali Reza Fadai,Male,IFM-010#P3,"I should give the credit for that title to my friend and colleague back when I was working with investors group, my friend Sean Eldridge. He brought it up one day because he knew about my martial arts background and obviously I was working in the same company. He brought it up and I loved it right away. So this is back in 2008. So I started using it. And I remember I was at a networking event one day. And I introduced myself as Financial Sensei. And there was another financial advisor in that event. And one lady who was a friend of that other financial advisor said, maybe she's a Financial Sensei too. And out of the blue, I was like, no, there is only one. I'm the one and only. It's my trademark.",136
IFM-010,Ali Reza Fadai,Male,IFM-010#P4,"And to be honest with you, it wasn't my registered trademark at the time. I was on it right away, man. I was like, okay, so what is the process of registering it as a trademark, which I did back in, I believe it was the end of 2013. But yeah, I've been using it for ages. And interestingly, everybody's liked it. Everybody have introduced it. They're like, oh, that's interesting. That's different.",73
IFM-010,Ali Reza Fadai,Male,IFM-010#P5,"So what I've tried to do is use martial arts as a metaphor when it comes to personal finances. So I take people from white belt all the way to black belt, and I always make this comparison that you cannot skip any belt in any martial arts. So you cannot go to your instructor and say, you know what? I think I don't like this, and I just want to skip yellow belt and go straight to green belt, for example. So it's just not possible.",87
IFM-010,Ali Reza Fadai,Male,IFM-010#P6,"What I've tried to do also, you know, working with so many people over the years to take them back to the basics, you know, and also keep in mind that we are emotional creatures. We are not robots. You know, we make not very smart decisions. We get emotional decisions. And to be quite honest with you, a lot of the things that affect people's finances has got nothing to do with the economy or the markets or anything else.",81
IFM-010,Ali Reza Fadai,Male,IFM-010#P7,"And not everything is my expertise, to be honest, sometimes I'm like, hey, you need to see a career counselor or career advisor, or you need to talk to a marriage counselor because these are the things that are just, it's very obvious you're not on the same page and it's just not my expertise, you know? So yeah, again, I've tried to have as much as I can have a holistic point of view about personal finances.",78
IFM-010,Ali Reza Fadai,Male,IFM-010#P8,"And I tell everybody, hey, I'm not from another planet, I'm regular person just like you. You know, the fact that I work in the financial industry and I, you know, make some decisions differently. I tell you, my property tax and utilities have increased a thousand over the past couple of years. You know, I buy grocery and it's more expensive. You know, everything, everything.",66
IFM-010,Ali Reza Fadai,Male,IFM-010#P9,"I would be the first person who acknowledges this and confess that I did not see Bank of Canada increasing interest rates so rapidly over the past couple of years. So I know there are some, you know, Monday quarterbacks out there, oh, we knew it would happen. I could see the rates increasing eventually. I never saw this, you know, happening, you know, so rapidly.",66
IFM-010,Ali Reza Fadai,Male,IFM-010#P10,"And you know, the good thing is, you know, Vogue treats people from all walks of life for many, many years. So I can relate to most people, you know, when they when they want to make, you know, financial decisions. But again, going back to your questions, I hate to say there is no, there is no easy solution. And that's the thing because that's painful. People just don't just want to hear it.",75
IFM-010,Ali Reza Fadai,Male,IFM-010#P11,"So it's it's a conversation. It's a back and forth conversation that you know, when people trust you, you try to help them to make more rational decisions, I will say.",31
IFM-010,Ali Reza Fadai,Male,IFM-010#P12,"Since June this year, in two months, I lost eight kilos, eight kilos of weight. Now, the same principles that I teach to everybody, guys, the diet that is going to last for a month is no good for anybody. You want something sustainable. Okay, so imagine somebody who hasn't booked or hasn't been physically active, you know, their whole life, not eating healthy, not all of a sudden say, Hey, exercise six times a week, donate this, don't you touch that, cut this, cut that, they may do it for a month, but majority of the time is not going to be very sustainable. Okay, so what I did was, okay, here's what I'm going to do. I'm going to cut, for example, I'll love this treat. I'm just going to have it once a week.",137
IFM-010,Ali Reza Fadai,Male,IFM-010#P13,"You know, I for first two weeks, it was a little bit challenging. I was a little bit grumpy. I was a little bit hangry. But you know what? I mean, it is what it is. Like, here's another thing what I try to, you know, especially when it comes to martial arts guys, I totally respect not everybody wants to go compete, you know, but you only get a good feeling about self defense, if you look at it from that aspect, if there is some physical contact, otherwise, you don't have the reality based understanding of how self defense is going to work. Why did I mention that? Because there would be some pain, guys.",117
IFM-010,Ali Reza Fadai,Male,IFM-010#P14,"You know, there is no magic formula, you have to do the work, you have to put the work what I've tried to with my book and my online courses, guys, I'm going to be there for you, but you got to do the work, man. So I cannot hold your hands. You're the one who has to make those decisions. You're the one who has to, you know, keep the discipline, I'm going to be there to motivate you and, you know, keep that long term goal for you as a perspective, but you're the one who has to do the work.",103
IFM-011,Garett Senez ,Male,IFM-011#P1,"I am a entrepreneur by trade, but really a marketer even prior to that. So I may. I started actually in my undergraduate degree, did marketing there, and then did my MBA afterwards, came out of my MBA school, really not knowing what I wanted to do. I knew that I liked women. So I wanted to go and I joined L'Oreal and that's where all the women were. Spent some time there for about four years. Kind of wanted to party. I met my wife and so she gave me an ultimatum really",94
IFM-011,Garett Senez ,Male,IFM-011#P2,"I define myself by my work, which is a really weird thing, but probably a very commonality between a lot of entrepreneurs.",22
IFM-011,Garett Senez ,Male,IFM-011#P3,"So ultimately, I mean, like I'm a marketing guy, right? So it doesn't matter what industry I'm in. If I look at something and I think I can do it better, I'm gonna try and find a way to finagle it, right?",42
IFM-011,Garett Senez ,Male,IFM-011#P4,"I shared this story, like what I just told you, like, hey, I bought this bowl and I shared it with a buyer at Walmart and that's my strength, right? I know how to convey something to a buyer and it was, here's the bowl, it's crap, it's really",49
IFM-011,Garett Senez ,Male,IFM-011#P5,"for all those entrepreneurs out there, it's all about creating critical mass and momentum, right? So the second Walmart said,",20
IFM-011,Garett Senez ,Male,IFM-011#P6,"everything that we're doing right now is a L'Oreal consumer packaged goods strategy, okay? So what we're doing, let's just say, I wanna launch a breast pump. My objective is to launch a breast pump, which is not on the market and we don't have for sale right now. But I wanna launch a breast pump. All the breast pumps on the market are rotary dial, they're very, very heavy, they're clunky. The brand is gross, part of my expression, but they're designed and built around safety, okay? They're medical grade stuff and there's brands like Medela and there's a lot of brands that compete in the breast pump segment. I wanna launch that, okay? Now, Medela has been around for 25, 30, 40 years, I honestly don't even know, a long time. Our competitors have been doing it a long time. How do you compete against them?",148
IFM-011,Garett Senez ,Male,IFM-011#P7,"I want to launch a breast pump. What do I do? Well, I can go and I can create a breast pump and create huge marketing campaigns and do the same thing that everybody else does. Right. Generally a loss losing proposition generally, right. To try it. Cause it's so easy to start a brand or I can do what we did. We've designed our suite of products. Again, the USB is to be functionally better and cheaper, but I'm doing it with a goal in mind and it's to get share of heart and share of home first. Meaning I wanna be in as many Canadian's households as possible. I want as many customers talking about it. I'm doing as many consumer shows as I can. That's where I'm spending my money and giving away some products.",138
IFM-011,Garett Senez ,Male,IFM-011#P8,"I know what products are good. And I know that they're better than the competition. And if more people try them, it's the same thing in beer, because I worked in beer, we always used to say liquid on lips, right? Get people to try it if you've got a better product, get it out into as many different places as possible. They'll know it, they'll trust it, they're gonna love it.",72
IFM-011,Garett Senez ,Male,IFM-011#P9,"So what we've tried to do as a startup is, I mean, we say outsource, but we agency outsource. Meaning I have technically six full-time employees, right? I pay a majority, if I can, if there's the ability to, I will pay people on a percentage of sales. or a percentage of sourced material or whatever on a percentage basis. That allows me to work it into my cost model and does not contribute to my overhead. Having a high overhead kills your burn, right? And that's paramount when you're a startup.",92
